country_name,indicator_name,indicatorvalue,yearindicator
Sudan,External debt stocks (% of GNI),115.593,2020.0
Sudan,Insurance and financial services (% of commercial service imports),9.3174,2020.0
Sudan,Merchandise trade (% of GDP),63.9548,2020.0
Sudan,Net secondary income (Net current transfers from abroad) (current US$),1085770076.1955,2020.0
Sudan,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",2.7654,2020.0
Sudan,"Tariff rate, applied, simple mean, manufactured products (%)",0.0,2020.0
Sudan,Gross value added at basic prices (GVA) (current LCU),3248427351200.0,2020.0
Sudan,Merchandise imports (current US$),9838000000.0,2020.0
Sudan,"Personal remittances, received (current US$)",495355092.5269,2020.0
Sudan,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,3800.0,2020.0
Sudan,Children (ages 0-14) newly infected with HIV,660.0,2020.0
Sudan,Commercial service imports (current US$),1194289982.8477,2020.0
Sudan,Exports of goods and services (current LCU),17687401700.0,2020.0
Sudan,Final consumption expenditure (current LCU),2759489921900.0,2020.0
Sudan,"Inflation, GDP deflator (annual %)",115.2778,2020.0
Sudan,"Population ages 15-64, male (% of male population)",56.2022,2020.0
Sudan,"Service exports (BoP, current US$)",1262864883.9596,2020.0
Sudan,Total debt service (% of GNI),0.7451,2020.0
Sudan,"Exports of goods, services and primary income (BoP, current US$)",5126766430.7366,2020.0
Sudan,"Human capital index (HCI), male, lower bound (scale 0-1)",0.3516,2020.0
Sudan,"Industry (including construction), value added (% of GDP)",23.3688,2020.0
Sudan,Population in largest city,5828858.0,2020.0
Sudan,Discrepancy in expenditure estimate of GDP (current LCU),-327400.0,2020.0
Sudan,"External debt stocks, short-term (DOD, current US$)",5821604417.6,2020.0
Sudan,GDP (current LCU),4058929542000.0,2020.0
Sudan,"Internally displaced persons, total displaced by conflict and violence (number of people)",2276000.0,2020.0
Sudan,"PPP conversion factor, private consumption (LCU per international $)",31.4289,2020.0
Sudan,"Age dependency ratio, young (% of working-age population)",70.4083,2020.0
Sudan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2.0,2020.0
Sudan,"Foreign direct investment, net inflows (% of GDP)",3.3613,2020.0
Sudan,Number of deaths ages 5-9 years,6483.0,2020.0
Sudan,"Secondary income receipts (BoP, current US$)",1511573304.6534,2020.0
Sudan,"Population ages 40-44, female (% of female population)",4.7821,2020.0
Sudan,"Population ages 65-69, male (% of male population)",1.4298,2020.0
Sudan,"Foreign direct investment, net (BoP, current US$)",-716939710.5949,2020.0
Sudan,Gross capital formation (annual % growth),-5.8,2020.0
Sudan,"Personal remittances, received (% of GDP)",2.3224,2020.0
Sudan,Population ages 15-64 (% of total population),56.5265,2020.0
Sudan,Present value of external debt (% of GNI),32.2301,2020.0
Sudan,Insurance and financial services (% of commercial service exports),0.9547,2020.0
Sudan,Net primary income (Net income from abroad) (current LCU),-280103931300.0,2020.0
Sudan,"Population ages 45-49, female (% of female population)",3.9828,2020.0
Sudan,General government final consumption expenditure (current US$),5990978614.2932,2020.0
Sudan,GNI growth (annual %),-4.3899,2020.0
Sudan,"Tariff rate, applied, simple mean, primary products (%)",0.0,2020.0
Sudan,DEC alternative conversion factor (LCU per US$),190.3,2020.0
Sudan,Exports of goods and services (% of GDP),0.4358,2020.0
Sudan,General government final consumption expenditure (annual % growth),-5.95,2020.0
Sudan,"Services, value added (constant LCU)",7655439500.0,2020.0
Sudan,"Services, value added (current LCU)",1473655756700.0,2020.0
Sudan,"Human capital index (HCI), female, upper bound (scale 0-1)",0.3998,2020.0
Sudan,Net secondary income (Net current transfers from abroad) (current LCU),206622045500.0,2020.0
Sudan,"Share of tariff lines with specific rates, manufactured products (%)",0.2717,2020.0
Sudan,CPIA debt policy rating (1=low to 6=high),1.5,2020.0
Sudan,CPIA public sector management and institutions cluster average (1=low to 6=high),2.1,2020.0
Sudan,"Debt service on external debt, total (TDS, current US$)",147954919.0,2020.0
Sudan,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",0.1,2020.0
Sudan,"Population ages 20-24, female (% of female population)",9.3807,2020.0
Sudan,Final consumption expenditure (constant 2015 US$),31961824910.474,2020.0
Sudan,"GDP, PPP (current international $)",181643343385.279,2020.0
Sudan,GNI per capita (current LCU),86177.6193,2020.0
Sudan,"Goods imports (BoP, current US$)",8853908794.2228,2020.0
Sudan,"Net financial flows, multilateral (NFL, current US$)",-21434000.0,2020.0
Sudan,"Population ages 80 and above, female (% of female population)",0.5568,2020.0
Sudan,"Tariff rate, most favored nation, simple mean, primary products (%)",27.5,2020.0
Sudan,"Transport services (% of service exports, BoP)",32.517,2020.0
Sudan,"Transport services (% of service imports, BoP)",59.0905,2020.0
Sudan,CPIA economic management cluster average (1=low to 6=high),1.8333,2020.0
Sudan,CPIA social protection rating (1=low to 6=high),2.5,2020.0
Sudan,General government final consumption expenditure (% of GDP),28.0883,2020.0
Sudan,Methodology assessment of statistical capacity (scale 0 - 100),40.0,2020.0
Sudan,"Share of tariff lines with international peaks, all products (%)",0.0,2020.0
Sudan,Exports as a capacity to import (constant LCU),1392308580.387,2020.0
Sudan,"Population ages 55-59, female (% of female population)",2.649,2020.0
Sudan,"Prevalence of overweight (modeled estimate, % of children under 5)",2.7,2020.0
Sudan,"Tariff rate, most favored nation, simple mean, all products (%)",21.82,2020.0
Sudan,"Travel services (% of service exports, BoP)",54.5758,2020.0
Sudan,"GDP, PPP (constant 2017 international $)",172198001618.269,2020.0
Sudan,Households and NPISHs final consumption expenditure: linked series (current LCU),1619406691600.0,2020.0
Sudan,"Industry (including construction), value added (constant LCU)",5587946800.0,2020.0
Sudan,"Population ages 25-29, female (% of female population)",7.8382,2020.0
Sudan,CPIA property rights and rule-based governance rating (1=low to 6=high),2.0,2020.0
Sudan,GDP per capita (current US$),486.4188,2020.0
Sudan,Gross fixed capital formation (constant LCU),129240700.0,2020.0
Sudan,"Incidence of tuberculosis (per 100,000 people)",63.0,2020.0
Sudan,"Population ages 30-34, male (% of male population)",6.363,2020.0
Sudan,"Total debt service (% of exports of goods, services and primary income)",2.8859,2020.0
Sudan,Final consumption expenditure (constant LCU),20871158000.0,2020.0
Sudan,Net barter terms of trade index (2000 = 100),207.5919,2020.0
Sudan,"Unemployment, male (% of male labor force) (modeled ILO estimate)",14.703,2020.0
Sudan,Gross capital formation (constant LCU),129240700.0,2020.0
Sudan,"Tariff rate, most favored nation, simple mean, manufactured products (%)",19.85,2020.0
Sudan,"Goods exports (BoP, current US$)",3802573401.1203,2020.0
Sudan,Gross domestic savings (current US$),6828374251.7078,2020.0
Sudan,"Inflation, consumer prices (annual %)",150.3227,2020.0
Sudan,"Population ages 10-14, male (% of male population)",12.3084,2020.0
Sudan,"Population ages 60-64, male (% of male population)",1.9149,2020.0
Sudan,"Portfolio equity, net inflows (BoP, current US$)",2529354.286,2020.0
Sudan,Transport services (% of commercial service exports),32.6634,2020.0
Sudan,Export volume index (2000 = 100),69.5402,2020.0
Sudan,Fixed telephone subscriptions (per 100 people),0.2951,2020.0
Sudan,Imports of goods and services (current LCU),14160210500.0,2020.0
Sudan,"Personal transfers, receipts (BoP, current US$)",435626957.0083,2020.0
Sudan,Rural population growth (annual %),1.9027,2020.0
Sudan,"Travel services (% of service imports, BoP)",0.3705,2020.0
Sudan,"GNI, Atlas method (current US$)",23381005493.6176,2020.0
Sudan,"Mortality rate, neonatal (per 1,000 live births)",26.8,2020.0
Sudan,"Net financial flows, RDB nonconcessional (NFL, current US$)",0.0,2020.0
Sudan,"Population, female",21941974.0,2020.0
Sudan,GNI (current US$),19857202368.3657,2020.0
Sudan,Gross national expenditure (constant LCU),21000398700.0,2020.0
Sudan,Households and NPISHs Final consumption expenditure (current LCU),1619406691600.0,2020.0
Sudan,"Population ages 40-44, male (% of male population)",4.4625,2020.0
Sudan,"Use of IMF credit (DOD, current US$)",547551183.5,2020.0
Sudan,Exports of goods and services (constant 2015 US$),482230434.9905,2020.0
Sudan,Exports of goods and services (current US$),92944832.8954,2020.0
Sudan,"Net financial flows, others (NFL, current US$)",-21434452.2,2020.0
Sudan,Rural population (% of total population),64.747,2020.0
Sudan,Final consumption expenditure (current US$),14500735270.0998,2020.0
Sudan,CPIA building human resources rating (1=low to 6=high),3.0,2020.0
Sudan,Gross capital formation (constant 2015 US$),8639787488.8695,2020.0
Sudan,Households and NPISHs final consumption expenditure (% of GDP),39.8974,2020.0
Sudan,"Net primary income (BoP, current US$)",-1473207009.8172,2020.0
Sudan,"Population ages 35-39, female (% of female population)",5.6101,2020.0
Sudan,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",31.096,2020.0
Sudan,Gross capital formation (current LCU),1295912756300.0,2020.0
Sudan,"Human capital index (HCI), female, lower bound (scale 0-1)",0.3691,2020.0
Sudan,"Population ages 65 and above, male (% of male population)",3.4156,2020.0
Sudan,Population density (people per sq. km of land area),23.7121,2020.0
Sudan,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",33.7,2020.0
Sudan,"Probability of dying among youth ages 20-24 years (per 1,000)",15.7,2020.0
Sudan,Source data assessment of statistical capacity (scale 0 - 100),40.0,2020.0
Sudan,GDP per person employed (constant 2017 PPP $),17040.0178,2020.0
Sudan,"Portfolio investment, net (BoP, current US$)",11355806.4872,2020.0
Sudan,"Air transport, passengers carried",386838.0,2020.0
Sudan,Export unit value index (2000 = 100),302.6605,2020.0
Sudan,"Tariff rate, applied, weighted mean, primary products (%)",0.0,2020.0
Sudan,GDP deflator: linked series (base year varies by country),20225.3193,2020.0
Sudan,"GDP per capita, PPP (constant 2017 international $)",3927.0438,2020.0
Sudan,"Compulsory education, duration (years)",8.0,2020.0
Sudan,GDP per capita (constant 2015 US$),1127.7243,2020.0
Sudan,Gross national expenditure (current US$),21310576343.6679,2020.0
Sudan,"Population ages 15-64, female (% of female population)",56.8503,2020.0
Sudan,"Population ages 65-69, female (% of female population)",1.5845,2020.0
Sudan,Average transaction cost of sending remittances to a specific country (%),8.9035,2020.0
Sudan,"People practicing open defecation, rural (% of rural population)",36.1752,2020.0
Sudan,"Preprimary education, duration (years)",2.0,2020.0
Sudan,GDP per capita growth (annual %),-5.9068,2020.0
Sudan,Gross value added at basic prices (GVA) (current US$),17070033374.6716,2020.0
Sudan,Import volume index (2000 = 100),434.5697,2020.0
Sudan,Number of under-five deaths,76576.0,2020.0
Sudan,"Population ages 20-24, male (% of male population)",9.5908,2020.0
Sudan,"Population ages 45-49, male (% of male population)",3.7728,2020.0
Sudan,"Present value of external debt (% of exports of goods, services and primary income)",124.835,2020.0
Sudan,"Probability of dying among adolescents ages 10-14 years (per 1,000)",3.4,2020.0
Sudan,Children (0-14) living with HIV,4100.0,2020.0
Sudan,CPIA fiscal policy rating (1=low to 6=high),2.5,2020.0
Sudan,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),2.5,2020.0
Sudan,External balance on goods and services (% of GDP),0.0869,2020.0
Sudan,"Internally displaced persons, new displacement associated with disasters (number of cases)",454000.0,2020.0
Sudan,Multilateral debt service (% of public and publicly guaranteed debt service),19.436,2020.0
Sudan,Net domestic credit (current LCU),872123089871.517,2020.0
Sudan,"Net secondary income (BoP, current US$)",1086141368.0825,2020.0
Sudan,Number of deaths ages 20-24 years,13164.0,2020.0
Sudan,"Population ages 65 and above, female (% of female population)",3.9322,2020.0
Sudan,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",141775280.5,2020.0
Sudan,Domestic credit to private sector (% of GDP),7.9046,2020.0
