State,District,Population Rural,Population Urban,Children Received Polio Birth Rural,Children Received Polio Birth Urban,Children Did Not Receive Any Vaccination Rural,Children Did Not Receive Any Vaccination Urban,Children Received Measles Vaccine Rural,Children Received Measles Vaccine Urban,Children Fully Immunized Rural,Children Fully Immunized Urban,Children Received Bcg Rural,Children Received Bcg Urban,Diarrhoea Dysentery Male Rural,Diarrhoea Dysentery Male Urban,Diarrhoea Dysentery Female Rural,Diarrhoea Dysentery Female Urban,Respiratory Infection Male Rural,Respiratory Infection Male Urban,Respiratory Infection Female Rural,Respiratory Infection Female Urban,Fever Male Rural,Fever Male Urban,Fever Female Rural,Fever Female Urban,Acute Illness Male Rural,Acute Illness Male Urban,Acute Illnes Female Rural,Acute Illness Female Urban,Acute Illness And Treatment From Any Source Rural,Acute Illness And Taking Treatment From Any Source Urban,Acute Illness And Taking Treatment From Any Source Male Rural,Acute Illness And Taking  Treatment From Any Source  Male Urban,Acute Illness And Taking Treatment From Any Source Female Rural,Acute Illness And Taking Treatment From Any Source Female Urban,Acute Illness And Taking Treatment From Government Source Person Rural,Acute Illness And Taking Treatment From Government Person Urban,Acute Illness And Taking Treatment From Government Male Rural,Acute Illness And Taking Treatment From Government Sourc Male Urban,Acute Illness An Taking Treatment From Governmen FemaleRural,Acute Illness And Taking Treatment From Government Female Urban,Women Aware Of Hiv And Aids Rural,Women Aware Of Hiv And Aids Urban,Women Aware Of Rti And Sti Rural,Women Aware Of Rti And Sti Urban,Women Aware Of Haf Ors And Ort And Zinc And Rural,Women Aware Of Haf Ors And Ort And Zinc And Urban,Women Aware Of Ari And  Pneumonia Rural,Women Aware Of Ari And  Pneumonia Urban
Rajasthan,Jhalawar,39469,7092,84.8,95.0,3.4,0.5,76.2,84.4,66.0,69.3,94.4,98.2,1226.0,28.0,1458.0,30.0,1036.0,804.0,849.0,817.0,5272.0,1220.0,6165.0,1210.0,10636.0,6240.0,11911.0,6715.0,97.2,85.9,97.2,92.9,97.2,79.3,41.8,41.1,40.4,29.2,43.1,55.7,45.0,86.3,67.8,87.4,96.5,99.3,83.8,97.7
Rajasthan,Jhunjhunun,86708,16179,90.8,82.1,1.9,9.5,88.3,80.4,82.7,67.7,97.7,89.6,159.0,158.0,198.0,237.0,779.0,583.0,828.0,619.0,1155.0,1106.0,1306.0,1686.0,2198.0,2199.0,2437.0,2753.0,99.5,98.2,99.9,98.9,99.1,97.6,33.8,34.5,33.0,30.7,34.5,37.7,98.9,99.0,99.7,99.8,99.9,100.0,99.9,99.8
Rajasthan,Jodhpur,52403,14721,63.6,86.8,21.6,5.7,74.5,88.9,68.2,84.1,77.5,92.9,290.0,263.0,266.0,170.0,1036.0,1434.0,1050.0,1447.0,1679.0,1316.0,2074.0,1533.0,3195.0,3105.0,3561.0,3193.0,98.3,99.3,98.1,99.6,98.4,99.1,71.4,73.4,71.0,74.9,71.8,71.7,98.0,100.0,98.8,99.9,96.3,100.0,99.2,100.0
Rajasthan,Karauli,29199,4919,87.5,95.6,2.8,0.6,76.5,84.4,37.0,54.4,92.9,98.1,146.0,121.0,89.0,87.0,3143.0,4047.0,3127.0,3433.0,1502.0,1862.0,1673.0,956.0,4943.0,6394.0,5040.0,4867.0,97.1,98.9,97.5,98.7,96.7,99.1,41.7,53.6,49.9,64.7,32.9,37.8,53.2,92.0,65.8,71.6,98.6,98.3,97.1,94.7
Rajasthan,Kota,23330,20515,93.4,95.3,1.1,1.4,89.1,87.7,79.2,81.9,97.3,97.9,144.0,113.0,96.0,73.0,845.0,993.0,793.0,1112.0,2798.0,1192.0,2879.0,1207.0,10225.0,5855.0,10199.0,5729.0,97.0,93.9,97.9,92.6,96.1,95.4,37.1,38.7,45.6,36.0,28.0,41.7,69.4,89.4,96.5,93.7,79.0,99.7,98.2,98.3
Rajasthan,Nagaur,68414,7850,80.3,82.5,4.6,9.0,92.1,88.4,84.1,84.1,94.9,90.5,29.0,50.0,31.0,0.0,78.0,75.0,87.0,54.0,514.0,275.0,806.0,484.0,749.0,399.0,1081.0,565.0,97.4,100.0,96.8,100.0,97.8,100.0,56.0,75.7,52.9,81.3,58.3,71.4,99.7,100.0,98.9,99.2,99.1,99.3,98.5,99.0
Rajasthan,Pali,57644,10850,79.5,88.7,7.8,2.8,73.3,77.4,66.3,60.5,89.9,96.3,356.0,604.0,316.0,580.0,1398.0,1440.0,1564.0,1380.0,2383.0,2720.0,3037.0,3340.0,4591.0,5404.0,5524.0,5900.0,96.0,93.5,95.0,93.8,96.7,93.2,61.9,41.8,66.9,42.8,58.0,40.7,63.8,85.0,55.5,71.0,85.0,86.3,94.0,97.8
Rajasthan,Rajsamand,39193,5344,79.8,91.8,6.7,0.0,81.9,87.8,63.7,74.8,90.2,97.2,2750.0,2706.0,2279.0,2962.0,2902.0,714.0,3675.0,692.0,2928.0,1917.0,4587.0,2385.0,9031.0,5599.0,11008.0,6423.0,93.1,94.0,94.2,94.6,92.1,93.4,45.5,57.2,47.8,41.8,43.6,71.2,80.4,86.4,74.3,79.1,96.3,96.5,93.1,98.1
Rajasthan,Sawai Madhopur,26339,6147,86.9,85.3,3.2,2.8,72.8,72.5,47.7,54.0,91.3,93.4,50.0,33.0,63.0,107.0,1837.0,2390.0,1944.0,2782.0,1995.0,2157.0,1582.0,3067.0,3990.0,4580.0,3741.0,6098.0,97.7,99.7,98.5,99.3,96.8,100.0,49.0,53.6,55.9,59.9,41.1,48.5,56.0,89.1,71.9,95.9,97.8,97.4,93.4,98.3
Rajasthan,Sikar,74501,12357,86.2,83.2,4.1,7.1,93.1,91.2,86.8,81.1,95.6,92.9,274.0,517.0,265.0,405.0,3396.0,1501.0,3921.0,1321.0,2054.0,1533.0,2233.0,1708.0,6272.0,4181.0,7111.0,4068.0,98.6,98.4,98.3,98.1,98.8,98.7,20.8,25.5,20.3,23.6,21.2,27.6,100.0,100.0,100.0,100.0,98.7,97.9,98.3,98.5
Rajasthan,Sirohi,50684,5325,78.2,92.5,7.5,3.0,72.7,82.8,64.9,75.4,85.7,94.7,513.0,114.0,498.0,203.0,1067.0,533.0,1272.0,730.0,3107.0,2701.0,3667.0,2513.0,4947.0,3728.0,5752.0,3972.0,97.0,95.4,98.3,96.9,96.0,93.9,49.4,46.0,48.6,51.6,50.1,40.2,68.4,91.2,83.3,96.9,87.4,99.5,97.5,97.6
Rajasthan,Tonk,50727,10973,85.6,94.0,3.5,1.6,73.6,81.9,48.7,69.9,94.6,97.9,67.0,36.0,26.0,19.0,1764.0,3166.0,1855.0,4067.0,7836.0,612.0,8671.0,659.0,9740.0,3904.0,10709.0,4997.0,97.1,86.7,98.4,90.8,95.9,83.3,53.7,86.4,54.5,88.8,53.0,84.2,50.4,84.4,59.3,61.4,94.8,99.4,88.9,96.9
Rajasthan,Udaipur,31381,6998,72.4,93.2,5.9,0.4,82.4,96.4,79.8,91.2,88.4,98.5,458.0,251.0,514.0,121.0,1488.0,1949.0,1870.0,1941.0,4241.0,1671.0,5191.0,2062.0,6914.0,5347.0,8592.0,5914.0,95.1,98.2,95.9,98.4,94.4,97.9,52.3,33.9,55.0,34.4,50.0,33.5,76.9,95.8,67.7,78.8,79.0,98.9,91.7,98.1
Uttar Pradesh,Agra,75549,50065,74.99,77.46,3.99,3.54,62.72,66.3,42.7,45.87,89.87,91.6,548.21,471.43,573.43,513.68,16742.25,16450.59,17405.29,18479.32,1286.28,1075.92,1367.87,1098.22,18963.69,18332.51,19869.72,20463.2,94.13,95.38,94.4,95.62,93.84,95.13,3.09,2.7,3.29,2.93,2.86,2.46,57.34,78.69,54.48,80.22,95.23,98.05,96.53,96.66
Uttar Pradesh,Aligarh,37602,14981,68.28,77.17,1.73,1.06,65.64,72.73,51.19,60.25,92.43,94.5,379.39,714.66,528.21,732.49,11726.11,5769.23,12870.73,6328.74,2564.88,1858.11,3258.57,2168.18,15140.42,8601.87,17243.7,9522.41,94.14,91.69,94.42,91.84,93.87,91.54,2.3,2.91,2.68,3.78,1.94,2.02,45.66,77.29,56.48,58.54,91.66,98.02,95.77,97.26
Uttar Pradesh,Allahabad,48672,12357,74.79,72.7,10.23,13.09,60.89,66.02,54.29,58.5,77.3,75.77,1157.42,619.9,1195.57,690.73,3528.52,3491.03,3368.29,4058.02,1836.48,2251.22,2363.59,2296.67,6905.97,6557.91,7379.06,7269.9,98.73,99.88,98.17,100.0,99.24,99.76,3.39,1.95,3.7,1.99,3.12,1.9,82.53,99.19,95.52,98.14,99.54,99.88,96.64,94.32
Uttar Pradesh,Auraiya,91157,16462,67.05,58.93,11.0,13.84,60.7,57.14,46.92,42.19,85.66,80.36,1041.28,703.89,1027.24,614.56,409.17,234.63,630.06,387.44,2761.1,3144.06,4573.74,4569.14,4228.19,4106.05,6576.3,5584.5,98.43,97.79,98.29,98.29,98.54,97.37,9.21,18.51,9.85,16.28,8.75,20.39,58.73,79.74,51.27,52.45,95.58,97.94,89.68,83.15
Uttar Pradesh,Azamgarh,95444,7721,69.8,76.19,8.35,8.16,62.56,62.59,56.53,58.5,84.07,84.01,361.5,382.02,308.54,368.27,13815.62,10725.83,14031.79,11614.73,5178.96,2380.25,5933.65,3002.83,19533.01,13752.57,20417.79,15184.14,99.23,99.1,99.13,99.15,99.31,99.07,2.87,4.12,3.06,3.45,2.72,4.71,86.03,86.51,91.42,86.42,99.53,99.38,92.71,93.17
Uttar Pradesh,Baghpat,82449,13310,77.44,75.68,2.13,4.17,84.36,78.22,76.36,70.24,96.15,92.74,564.68,294.53,488.92,223.21,8503.06,9719.5,8970.03,11074.86,4639.99,3169.71,5560.29,4309.75,13873.36,13295.93,15202.27,15728.02,98.04,98.5,97.95,99.16,98.13,97.82,3.99,2.51,3.99,2.34,3.99,2.68,94.01,95.28,96.45,98.71,98.9,98.99,98.53,99.21
Uttar Pradesh,Bahraich,114455,6947,67.88,76.22,8.42,3.5,46.18,65.38,26.86,39.86,83.08,86.71,1698.58,1332.95,1631.93,860.69,352.74,318.75,328.68,286.9,1709.52,840.34,1922.88,1051.96,4075.86,2521.01,4229.65,2358.94,100.0,100.0,100.0,100.0,100.0,100.0,13.36,16.77,15.47,17.24,11.18,16.22,75.55,95.36,68.06,85.41,99.9,99.01,97.8,99.89
Uttar Pradesh,Ballia,80144,7479,80.78,77.34,4.97,6.4,79.21,72.91,71.54,65.52,89.21,87.68,835.92,457.93,733.11,576.92,5633.61,4493.42,5854.56,4391.03,1151.3,572.41,1380.91,769.23,7845.63,5838.58,8280.16,5961.54,99.58,99.74,99.61,100.0,99.55,99.46,8.8,4.63,8.21,5.88,9.35,3.24,85.52,93.78,96.52,97.96,97.9,99.38,95.95,97.16
Uttar Pradesh,Banda,54794,4472,87.23,91.18,3.74,0.0,75.03,87.25,40.28,62.75,94.23,100.0,398.15,224.82,504.9,206.93,251.45,449.64,215.67,517.33,2903.34,1933.45,4336.16,3207.45,4387.95,2607.91,5378.84,3931.71,98.18,99.25,98.2,98.28,98.17,100.0,11.87,26.32,10.58,22.81,12.94,28.95,52.79,86.58,79.76,83.41,99.86,99.71,99.99,100.0
Uttar Pradesh,Barabanki,54961,3761,80.08,84.85,7.25,5.45,74.12,79.39,42.2,65.45,92.44,93.94,683.05,612.87,603.59,536.35,3107.0,1123.6,2987.1,2264.6,3744.91,3626.15,4563.48,5125.15,8355.15,5924.41,9063.86,8820.02,97.88,95.08,97.17,93.1,98.61,96.62,7.58,5.58,7.45,4.63,7.72,6.29,71.67,95.06,39.91,93.68,99.51,99.8,99.79,99.21
Uttar Pradesh,Bareilly,52896,25596,52.53,63.08,4.46,4.0,52.78,57.03,39.1,46.77,82.96,87.38,318.14,297.69,234.74,287.09,11610.79,13474.34,13809.71,15384.62,5506.37,2937.72,6316.62,3571.73,17598.18,16889.93,20595.2,19386.98,99.04,98.14,99.08,98.19,99.0,98.08,1.3,1.53,1.32,1.61,1.28,1.47,48.8,80.22,42.28,65.6,95.01,96.61,95.56,94.83
Uttar Pradesh,Bijnor,39065,10351,71.7,71.78,3.2,2.72,77.29,79.46,68.84,70.54,92.31,94.06,499.1,333.07,522.0,203.0,6994.5,5858.15,7264.59,6354.04,6576.75,6054.08,8476.03,8546.49,15203.48,13068.18,17785.34,16280.96,99.42,99.12,99.42,98.5,99.42,99.63,1.75,2.47,1.95,1.67,1.58,3.13,66.86,68.93,59.84,63.82,99.52,99.93,99.55,99.16
Uttar Pradesh,Budaun,44488,7505,60.79,61.87,5.68,2.78,47.12,46.46,30.67,30.56,83.08,85.35,658.07,446.3,548.54,381.26,22493.55,19302.65,23983.39,19444.44,4307.26,1059.97,4441.33,1252.72,28084.6,21115.76,30023.07,21677.56,94.45,95.75,94.52,96.3,94.38,95.23,2.36,3.97,2.31,3.98,2.4,3.96,36.58,76.78,64.38,70.12,99.67,99.35,97.45,96.3
Uttar Pradesh,Bulandshahar,43608,15865,65.24,69.58,1.8,2.41,71.05,70.63,52.11,52.86,92.54,88.86,311.61,481.6,285.57,352.3,14359.66,11990.61,16128.77,13401.08,6218.26,4951.84,8221.83,6273.71,21269.37,17868.61,25158.93,20691.06,96.61,98.02,97.09,98.2,96.17,97.84,1.59,2.44,1.62,2.32,1.55,2.54,70.34,83.15,55.4,57.4,96.96,99.65,96.91,97.16
Uttar Pradesh,Chandauli,84197,8192,81.79,79.2,9.12,12.4,65.95,62.0,60.36,58.4,84.43,80.4,685.37,285.34,846.86,165.29,10010.48,12658.88,9941.3,14986.23,7370.52,622.57,7577.34,1239.67,18787.97,13800.26,19147.11,16611.57,99.77,99.74,99.91,99.62,99.63,99.83,8.32,14.4,8.14,16.23,8.49,12.79,86.94,96.26,96.27,99.0,98.82,99.75,96.54,98.0
Uttar Pradesh,Chitrakoot,81889,6943,76.85,79.64,5.73,0.6,61.59,74.25,47.15,62.28,91.96,98.8,682.71,174.37,677.39,33.33,162.85,552.17,160.56,200.0,1930.32,1162.45,2780.37,1566.67,3073.26,2034.29,4019.54,1966.67,99.11,100.0,98.98,100.0,99.22,100.0,13.77,15.5,12.79,15.71,14.56,15.25,50.64,75.59,70.64,69.68,88.38,93.01,99.71,100.0
Uttar Pradesh,Deoria,60464,5450,65.47,59.12,8.27,6.08,71.3,61.33,67.15,58.56,86.68,88.4,765.39,542.57,824.18,420.33,6348.96,8263.77,5933.72,7718.76,878.61,751.25,990.22,1260.99,8262.65,9599.33,7977.62,9552.92,98.65,98.75,98.68,99.13,98.63,98.4,2.1,3.16,1.81,3.51,2.35,2.85,82.41,89.43,98.41,99.07,99.83,99.88,92.48,91.75
Uttar Pradesh,Etah,47323,5621,64.94,79.47,3.12,2.28,53.46,76.05,36.96,60.08,87.75,93.16,438.03,619.83,426.12,311.89,22363.33,22830.58,24938.43,25497.08,2670.44,2169.42,2892.14,2923.98,25791.16,26239.67,28866.85,29317.74,92.6,96.43,92.8,96.46,92.41,96.41,3.22,5.68,3.0,5.58,3.44,5.79,34.99,87.29,45.97,69.48,98.82,99.17,97.15,96.67
Uttar Pradesh,Etawah,61926,14867,78.15,80.63,8.13,3.15,72.69,90.32,54.6,74.32,90.93,93.02,675.99,285.42,612.03,225.67,900.91,1024.91,909.88,1098.24,1773.11,1491.96,2526.64,2121.26,3417.58,2841.2,4264.24,4077.03,95.96,99.18,97.64,99.09,94.34,99.26,8.94,11.93,7.23,10.6,10.64,13.01,74.35,91.08,73.62,77.43,99.07,99.02,96.47,98.53
Uttar Pradesh,Faizabad,55957,6262,79.8,81.87,6.9,4.4,70.57,74.73,65.67,72.53,86.6,87.36,914.69,592.54,897.9,617.52,6590.78,3834.09,6705.41,4399.85,1446.02,522.83,1766.03,501.74,9363.71,5123.74,9902.18,5789.27,98.97,99.66,98.72,99.32,99.2,100.0,4.31,7.09,4.97,7.53,3.72,6.67,77.49,95.41,93.89,97.94,98.94,100.0,95.77,97.82
Uttar Pradesh,Farrukhabad,46683,7428,73.58,83.75,13.97,10.47,55.66,71.12,40.81,55.6,81.82,89.53,900.2,654.62,1205.99,700.73,1679.78,1413.98,1684.05,1459.85,2643.18,968.84,4538.43,1284.67,5319.82,3168.37,7631.43,3708.03,100.0,100.0,100.0,100.0,100.0,100.0,12.91,4.03,17.12,3.31,9.54,4.72,54.88,90.68,54.21,66.36,96.8,100.0,87.37,89.12
Uttar Pradesh,Fatehpur,54916,5293,68.07,77.91,6.04,3.07,70.4,73.62,50.4,62.58,90.87,93.25,282.59,77.58,289.99,43.73,1942.89,1396.43,2576.21,1617.84,2720.78,1318.85,3690.84,1792.74,6046.58,4034.13,7180.08,7127.24,91.72,94.38,90.89,94.23,92.47,94.48,13.85,47.22,15.45,56.12,12.43,41.56,88.57,97.66,65.24,96.06,99.41,97.66,95.71,99.71
Uttar Pradesh,Firozabad,48676,13897,72.81,73.52,3.21,2.67,66.94,68.76,54.95,59.43,90.84,90.29,216.7,212.55,217.12,266.12,8845.47,8913.14,8532.27,9611.77,2412.14,2352.27,3442.29,2770.82,11694.58,11789.71,12512.88,12993.11,92.03,93.86,92.46,94.35,91.57,93.37,3.76,4.49,3.11,5.22,4.44,3.74,47.44,66.74,56.87,64.07,96.87,94.43,98.1,96.82
Uttar Pradesh,Gautam Buddha Nagar,67182,22316,66.75,72.19,1.65,1.33,73.7,74.08,58.92,64.29,93.0,94.88,514.82,336.86,568.45,367.07,11951.07,13450.43,12571.36,13833.25,6082.75,2991.66,7164.32,3639.22,19267.25,17155.92,21129.91,18206.61,95.54,97.65,95.25,97.43,95.85,97.93,2.04,1.93,2.01,1.87,2.08,2.0,79.65,92.64,94.54,98.83,97.82,99.2,96.66,96.03
Uttar Pradesh,Ghaziabad,56315,56670,68.33,70.37,2.25,1.55,71.58,73.19,54.78,62.26,93.06,92.42,356.03,285.83,450.9,308.68,12635.87,12842.33,13781.22,14586.02,3834.91,2745.28,4586.09,3340.76,17017.86,15979.79,19020.61,18391.75,98.81,99.0,98.78,99.13,98.84,98.87,1.55,1.74,1.53,1.53,1.56,1.96,90.26,94.09,91.34,92.36,98.24,98.43,97.14,97.3
Uttar Pradesh,Ghazipur,58162,4359,79.14,80.12,7.49,7.45,60.56,58.39,55.79,56.52,84.44,85.09,379.88,728.86,356.54,594.94,10117.94,11127.31,10188.01,12592.96,7346.08,1166.18,8890.15,1388.2,18139.57,13605.44,19845.47,15071.89,99.91,99.66,100.0,99.64,99.84,99.67,6.77,8.25,7.56,8.24,6.1,8.25,72.62,88.04,97.13,97.77,99.07,100.0,94.91,97.61
Uttar Pradesh,Gonda,70564,3760,73.25,84.62,10.13,4.73,58.79,83.43,46.93,81.07,83.8,94.08,1107.11,819.67,1125.93,1443.42,856.27,382.51,916.31,230.95,2214.32,546.45,2866.87,1270.21,4924.8,1748.63,5758.01,3406.47,100.0,100.0,100.0,100.0,100.0,100.0,6.46,19.78,7.04,6.25,5.94,27.12,64.56,91.6,68.92,90.23,91.23,99.8,93.44,99.22
Uttar Pradesh,Gorakhpur,67901,28596,73.07,75.62,6.75,7.73,72.64,70.04,65.95,64.33,87.61,82.88,1119.84,1554.14,1147.96,1204.06,3725.18,3658.09,3653.57,3707.22,1467.33,843.05,1708.68,926.81,6493.22,6121.25,6741.32,5948.99,99.57,99.81,99.41,99.88,99.71,99.73,4.07,6.95,3.96,7.31,4.16,6.54,88.41,94.71,97.86,97.86,98.36,99.32,95.36,95.02
Uttar Pradesh,Hamirpur,54416,8367,82.06,85.66,0.68,3.23,76.46,69.53,50.21,52.33,97.38,93.91,96.57,71.19,137.0,189.8,1789.35,1162.79,1998.85,1518.44,574.78,379.69,935.38,921.91,2681.61,1756.05,3722.54,2792.84,85.69,90.96,85.71,91.89,85.68,90.29,25.91,37.27,26.58,39.71,25.35,35.48,47.12,70.64,54.19,61.64,97.9,99.31,95.3,97.54
Uttar Pradesh,Hardoi,46936,5631,68.87,76.54,15.55,14.4,71.16,71.6,51.1,56.79,82.17,84.77,708.28,889.5,896.4,792.71,1084.98,2429.01,1202.97,3527.55,3241.26,3079.03,4646.94,3448.28,5281.72,6979.13,7083.86,8363.06,97.7,100.0,96.86,100.0,98.4,100.0,5.82,5.06,5.79,4.41,5.84,5.69,88.01,74.34,83.08,50.12,99.93,99.64,94.78,83.09
Uttar Pradesh,Hathras,44520,10542,68.33,70.65,1.9,4.73,70.76,63.93,57.59,48.26,93.99,90.05,752.28,485.52,816.85,342.47,12221.93,10249.96,13167.07,11108.73,3089.08,1060.96,3437.43,1476.88,16641.52,12299.95,18053.56,13784.25,93.63,94.35,92.57,95.32,94.75,93.32,5.91,4.47,5.33,4.91,6.51,3.99,45.65,75.29,56.31,77.94,97.84,99.38,96.37,96.8
Uttar Pradesh,Jalaun,42720,10785,82.43,65.47,5.83,17.27,69.8,56.59,56.97,45.8,92.91,80.58,62.05,69.98,70.24,63.41,1242.5,297.41,1313.77,443.88,641.3,227.43,874.93,549.57,2093.39,594.82,2483.2,1141.41,97.81,100.0,96.87,100.0,98.72,100.0,15.99,18.18,15.22,14.71,16.72,20.37,84.88,91.48,74.78,76.62,99.37,99.21,97.3,99.94
Uttar Pradesh,Jhansi,39734,33856,88.15,94.02,4.4,2.56,77.97,86.54,68.31,78.53,94.08,97.33,196.67,228.51,136.07,103.58,1111.38,1187.16,813.68,1307.7,1184.49,1549.44,1805.86,2188.13,2759.42,3149.04,3006.49,3761.25,58.41,97.82,58.1,97.88,58.73,97.76,25.29,19.0,27.46,18.81,23.02,19.19,64.98,92.41,78.62,91.69,99.13,99.68,91.98,97.01
Uttar Pradesh,Jyotiba Phule Nagar,30274,7653,62.2,61.09,4.1,2.89,67.9,62.7,55.28,60.45,86.57,91.64,243.71,578.03,355.73,419.23,9064.7,4177.61,9275.26,5422.02,4936.5,3652.13,6882.95,4835.1,14902.97,8906.99,17350.8,11375.07,97.15,98.79,97.55,99.12,96.78,98.53,3.04,3.93,3.26,3.87,2.83,3.99,68.41,77.3,69.57,82.24,97.87,99.65,98.43,98.41
Uttar Pradesh,Kannauj,131321,25111,64.56,61.87,2.11,6.75,62.5,55.51,47.24,42.8,91.56,85.5,544.98,489.8,502.3,326.32,16031.6,15673.68,16953.75,17415.2,3827.25,2778.22,4860.84,3520.82,20641.94,19102.3,22583.69,21434.09,96.15,98.24,96.42,98.23,95.87,98.24,8.94,7.31,8.95,7.49,8.94,7.14,64.17,72.11,65.2,79.78,96.07,96.89,93.81,93.41
Uttar Pradesh,Kanpur Nagar,40483,103699,78.41,77.66,2.62,10.87,84.57,70.83,72.51,53.24,96.62,86.17,228.69,198.1,200.5,155.64,3953.74,3936.02,4237.95,5185.91,4792.79,2847.41,2694.32,3281.45,8990.89,7496.2,7149.38,9228.27,99.95,100.0,99.91,100.0,100.0,100.0,10.24,8.54,9.17,8.62,11.8,8.46,80.42,95.9,80.35,79.6,99.11,99.42,91.92,88.43
Uttar Pradesh,Kaushambi,62438,5134,73.36,57.32,20.13,35.98,56.09,39.63,47.88,31.71,74.69,60.98,756.42,332.23,821.85,326.04,4615.44,6312.29,3961.68,7778.3,2975.28,1613.67,3340.93,1630.18,8559.29,8448.03,8373.09,9967.4,99.81,100.0,99.88,100.0,99.74,100.0,6.52,7.14,7.05,5.62,6.02,8.41,79.22,86.04,96.17,98.01,98.72,99.87,93.99,92.15
Uttar Pradesh,Kheri,56245,4655,66.19,97.0,14.37,1.0,64.68,92.0,37.04,52.0,82.84,99.0,2020.95,802.36,2284.31,607.19,1674.97,1900.34,1760.2,2008.41,3227.62,2364.86,4192.46,2615.6,7482.29,6207.77,8914.77,6212.05,99.13,100.0,99.2,100.0,99.07,100.0,12.54,16.07,11.89,19.73,13.16,12.03,50.65,89.7,39.77,82.3,93.86,96.04,88.13,94.58
Uttar Pradesh,Lalitpur,35126,4403,93.42,95.65,3.85,0.72,70.59,94.93,51.06,85.51,94.81,97.1,304.74,695.35,26.69,696.52,325.47,260.76,1698.81,646.77,2679.96,1216.86,3580.99,1890.55,4217.98,2607.56,8017.38,3980.1,76.88,78.57,96.75,100.0,64.99,62.5,24.22,28.18,10.61,25.0,36.35,32.0,66.5,88.86,78.7,83.62,98.94,98.12,99.38,99.46
Uttar Pradesh,Lucknow,47267,58271,90.24,91.88,2.72,3.83,88.82,90.03,61.38,76.68,96.82,95.71,851.05,436.56,913.68,528.94,2844.95,1559.64,3119.46,1635.59,3493.65,2436.1,4482.6,3263.68,7368.86,4688.91,8853.36,5747.08,97.61,96.94,97.3,96.94,97.91,96.93,11.86,15.41,11.78,15.54,11.94,15.29,81.02,95.27,78.54,88.01,95.99,97.58,90.95,93.54
Uttar Pradesh,Mahoba,45973,17564,89.83,85.55,0.95,2.82,80.68,68.6,68.35,64.95,97.45,96.51,88.91,67.22,63.7,63.96,144.19,246.47,234.01,255.85,1565.5,1165.14,1784.83,1599.08,1945.21,1523.64,2107.61,2034.03,98.35,100.0,100.0,100.0,96.63,100.0,28.02,32.2,27.53,30.88,28.55,33.33,54.15,76.84,91.42,98.79,99.23,98.87,96.71,98.19
Uttar Pradesh,Mainpuri,51798,9025,55.96,59.01,2.87,2.09,64.15,65.01,49.65,55.61,88.19,89.82,388.46,495.61,293.73,164.2,12322.29,10633.03,12197.66,11775.74,2140.52,1351.66,2828.78,2275.39,15218.33,12840.73,15743.59,14543.75,97.35,95.13,99.27,95.26,95.36,95.0,19.72,19.52,20.99,18.97,18.36,20.03,63.24,75.36,56.35,69.45,95.48,97.81,96.25,95.02
Uttar Pradesh,Mathura,44037,15893,64.95,81.25,2.63,2.47,58.49,68.42,42.94,50.66,86.73,92.11,362.8,539.31,343.39,676.72,17473.34,16095.4,17884.21,18750.88,2279.13,1498.08,3080.35,1987.88,20513.69,18600.19,21888.97,22120.4,91.79,96.28,91.62,96.84,91.97,95.73,2.86,4.66,2.12,4.13,3.66,5.19,55.21,75.55,57.56,73.49,91.9,98.16,96.52,94.98
Uttar Pradesh,Mau,60305,14445,71.66,66.99,8.78,7.18,63.34,59.81,53.65,54.37,84.86,79.22,1660.56,700.58,1511.38,671.72,10573.48,9491.24,9898.17,11367.55,7577.02,5170.98,9746.43,7423.36,20144.94,15462.89,21498.87,19789.87,98.27,99.61,98.21,99.57,98.31,99.65,4.7,2.8,4.31,3.25,5.04,2.45,87.42,97.88,94.93,97.73,97.88,99.07,95.07,92.41
Uttar Pradesh,Meerut,50081,27607,64.58,59.96,2.6,3.14,73.26,68.6,59.67,55.05,93.05,88.42,714.39,516.83,660.6,507.57,11826.8,10085.21,12865.49,10854.29,4520.73,2276.85,4644.19,2397.31,17654.84,13242.07,18891.8,14251.13,96.68,96.72,96.82,97.26,96.54,96.16,3.54,2.89,3.91,3.15,3.15,2.62,71.68,83.1,58.4,77.51,97.21,98.65,97.84,98.14
Uttar Pradesh,Mirzapur,34551,3629,67.66,70.08,11.15,7.87,56.24,58.27,43.61,44.88,80.19,77.95,515.71,545.85,411.96,192.31,3923.3,6659.39,4015.48,6730.77,2940.71,1965.07,3109.4,1923.08,8028.67,9497.82,8362.47,9423.08,99.44,100.0,99.49,100.0,99.39,100.0,5.68,4.67,4.69,4.6,6.65,4.76,69.44,86.52,96.7,97.67,98.05,99.83,96.28,96.17
Uttar Pradesh,Moradabad,48627,18005,62.24,70.31,4.01,3.6,70.77,73.26,50.39,57.33,91.59,94.09,836.56,341.66,707.54,454.98,5410.43,4185.35,6053.77,4621.65,4543.27,3907.75,5716.98,4741.38,11880.97,9054.03,13977.3,10716.0,95.83,99.6,96.08,99.76,95.59,99.44,2.71,2.65,3.25,2.6,2.21,2.7,54.84,83.0,48.38,52.96,99.12,99.96,98.58,99.18
